lane,run_id,instance_id,db_id,error_type,unknown_tables_n,unknown_columns_n,first_unknown_table,first_unknown_column,first_suggestion,is_close_typo,is_alias_issue,is_struct_array_issue,is_wildcard_issue,is_project_qualification_issue,is_catalog_render_missing,is_true_hallucination,recommended_repair_type,parses,executable,schema_valid
A_sf,snow_v11_pilot10,sf_bq011,GA4,schema_invalid,4,0,ENGAGEDUSERS,,,False,False,False,False,False,False,False,none,False,,False
A_sf,snow_v11_pilot10,sf_bq010,GA360,schema_invalid,4,6,TOP_SELLING_PRODUCT,PRODUCT,,False,False,True,False,False,False,True,bq_nested_rewrite,False,,False
A_sf,snow_v11_pilot10,sf_bq009,GA360,schema_invalid,3,6,RANKEDREVENUES,RANK,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v11_pilot10,sf_bq001,GA360,schema_invalid,4,5,FIRSTVISIT,VISITORID,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v11_pilot10,sf_bq002,GA360,schema_invalid,5,4,RANKEDSOURCES,ADWORDSCRITERIA,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v11_pilot10,sf_bq003,GA360,schema_invalid,1,2,GA_SESSIONS_2017,MONTH,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v11_pilot10,sf_bq004,GA360,schema_invalid,6,2,GA_SESSIONS_20170701,PRODUCTNAME,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v11_pilot10,sf_bq008,GA360,schema_invalid,4,4,NEXT_PAGE_VISITS,NEXT_PAGE_PATH,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v11_pilot10,sf_bq269,GA360,syntax,0,0,,,,False,False,False,False,False,False,True,none,False,,True
A_sf,snow_v11_pilot10,sf_bq268,GA360,schema_invalid,3,5,MAXDAYS,MAXDAYS,,False,False,True,False,False,False,True,bq_nested_rewrite,False,,False
A_sf,snow_v12_pilot10,sf_bq011,GA4,schema_invalid,4,0,SEVEN_DAY_EVENTS,,,False,False,False,False,False,False,False,none,False,,False
A_sf,snow_v12_pilot10,sf_bq010,GA360,schema_invalid,0,0,,,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v12_pilot10,sf_bq009,GA360,schema_invalid,3,4,MAXMINREVENUE,AD_GROUP,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v12_pilot10,sf_bq001,GA360,schema_invalid,4,4,FIRSTVISIT,FULLVISITORID,FULLVISITORID,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v12_pilot10,sf_bq002,GA360,schema_invalid,2,6,REVENUEDATA,AD_GROUP,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v12_pilot10,sf_bq003,GA360,schema_invalid,5,3,GA_SESSIONS_20170405,SESSION_TYPE,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v12_pilot10,sf_bq004,GA360,schema_invalid,1,6,GA_SESSIONS_20170701,PRODUCTNAME,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v12_pilot10,sf_bq008,GA360,schema_invalid,0,0,,,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v12_pilot10,sf_bq269,GA360,schema_invalid,4,5,PURCHASESESSIONS,MONTH,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v12_pilot10,sf_bq268,GA360,schema_invalid,5,3,FIRSTVISIT,FULLVISITORID,FULLVISITORID,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq011,GA4,schema_invalid,0,0,,,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq010,GA360,schema_invalid,0,0,,,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq009,GA360,schema_invalid,3,6,MAXMINREVENUES,MAX_REVENUE,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq001,GA360,schema_invalid,2,5,GA_SESSIONS_20160801,FULLVISITORID,FULLVISITORID,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq002,GA360,schema_invalid,0,0,,,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq003,GA360,schema_invalid,0,0,,,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq004,GA360,schema_invalid,0,0,,,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq008,GA360,schema_invalid,0,0,,,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v13_pilot10,sf_bq269,GA360,schema_invalid,4,5,GROUPED_DATA,MONTH,,False,False,False,False,False,False,True,none,False,,False
A_sf,snow_v8_lim1_1778194923,sf_bq029,PATENTS,syntax,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v8_lim1_1778195062,sf_bq029,PATENTS,object_not_found,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v8_pilot3,sf_bq029,PATENTS,object_not_found,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v8_pilot3,sf_bq026,PATENTS,wrong_dialect,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v8_pilot3,sf_bq091,PATENTS,wrong_dialect,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq011,GA4,object_not_found,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq010,GA360,syntax,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq009,GA360,object_not_found,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq001,GA360,object_not_found,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq002,GA360,syntax,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq003,GA360,syntax,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq004,GA360,object_not_found,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq008,GA360,object_not_found,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq269,GA360,syntax,0,0,,,,False,False,False,False,False,False,True,none,False,,
A_sf,snow_v9_pilot10,sf_bq268,GA360,object_not_found,0,0,,,,False,False,False,False,False,False,True,none,False,,
